Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/menus,52,0,64,67.10455507611466,52.581603995349724,257.8078029982862,758.0,0.08760137669044057,0.0,64,67,68,68,72,77,77,260,260,260,260
GET,/api/recipes/1,46,0,63,63.59662967414529,47.109245002502576,78.18984099867521,770.0,0.07749352553385128,0.0,64,66,67,67,74,77,78,78,78,78,78
GET,/api/recipes/in-menu/81,51,0,68,77.52544849034737,51.203587994677946,303.7165210043895,3099.0,0.08591673483100903,0.0,68,72,76,77,81,140,190,300,300,300,300
GET,/api/recipes/random/params?mealtime%5B%5D=breakfast&mealtime%5B%5D=lunch&mealtime%5B%5D=dinner&amount=2,53,0,66,67.26034084979646,50.90319000009913,99.32480000134092,5947.584905660377,0.08928601854987213,0.0,66,70,71,72,77,84,92,99,99,99,99
,Aggregated,202,0,66,68.97761270799789,47.109245002502576,303.7165210043895,2713.40099009901,0.340297655605173,0.0,66,68,70,72,77,82,100,190,300,300,300
